project_id,simulation_id,npv,rnd
p_107904,299,-169,9
p_107904,300,27,9
p_107904,369,29,12
p_107904,302,-175,6
p_107904,346,23,10
p_107904,305,-170,13
p_107904,306,-376,7
p_107904,308,-123,7
p_107904,309,-179,10
p_107904,310,-160,10
p_107904,311,-148,12
p_107904,313,28,7
p_107904,301,-98,11
p_107904,261,-151,7
p_107904,332,-139,8
p_107904,320,-154,9
p_107904,321,-124,10
p_107904,322,-150,11
p_107904,323,32,10
p_107904,324,-114,8
p_107904,325,-105,7
p_107904,326,-105,6
p_107904,344,-115,13
p_107904,328,23,10
p_107904,317,-131,10
p_107904,333,-147,11
p_107904,334,-60,12
p_107904,336,-162,11
p_107904,337,-123,9
p_107904,341,-120,9
p_107904,342,21,9
p_107904,343,-159,9
p_107904,327,-167,13
p_107904,635,-142,9
p_107904,361,-126,10
p_107904,348,-81,8
p_107904,350,-171,8
p_107904,351,-349,9
p_107904,352,-82,14
p_107904,354,20,9
p_107904,355,-113,6
p_107904,356,-250,8
p_107904,314,-404,9
p_107904,359,-134,6
p_107904,290,-133,11
p_107904,362,-347,9
p_107904,363,-180,6
p_107904,364,16,8
p_107904,365,-117,8
p_107904,366,-165,12
p_107904,367,-144,7
p_107904,368,-156,11
p_107904,357,-127,12
p_107904,316,-177,6
p_107904,388,-178,7
p_107904,376,-228,9
p_107904,377,26,12
p_107904,378,-290,7
p_107904,381,29,7
p_107904,382,21,6
p_107904,383,-89,13
p_107904,384,-128,8
p_107904,401,-234,11
p_107904,386,-172,9
p_107904,374,-126,11
p_107904,389,-69,9
p_107904,390,15,11
p_107904,392,-166,11
p_107904,393,-159,14
p_107904,394,-114,7
p_107904,395,-234,12
p_107904,396,-99,8
p_107904,385,-170,10
p_107904,460,-144,10
p_107904,419,-222,8
p_107904,403,26,7
p_107904,404,-322,11
p_107904,406,-124,8
p_107904,407,-94,6
p_107904,408,-112,8
p_107904,410,-339,9
p_107904,411,-394,8
p_107904,418,-146,11
p_107904,461,27,10
p_107904,420,-170,6
p_107904,421,-142,6
p_107904,422,-131,9
p_107904,429,-165,12
p_107904,430,-132,10
p_107904,431,-252,10
p_107904,432,-267,9
p_107904,412,-179,7
p_107904,373,-163,10
p_107904,447,-322,9
p_107904,437,-187,11
p_107904,438,-403,8
p_107904,439,-233,10
p_107904,440,-163,6
p_107904,441,-324,12
p_107904,442,-99,12
p_107904,443,17,12
p_107904,459,-271,10
p_107904,445,-98,8
p_107904,436,-152,8
p_107904,448,30,8
p_107904,449,-161,8
p_107904,450,-145,10
p_107904,451,23,9
p_107904,454,-123,11
p_107904,456,-126,11
p_107904,458,-109,13
p_107904,444,-130,9
p_107904,288,27,11
p_107904,478,-138,9
p_107904,463,-143,7
p_107904,464,-116,12
p_107904,469,-126,12
p_107904,470,-412,10
p_107904,471,-124,8
p_107904,473,-138,9
p_107904,474,-176,9
p_107904,433,-104,10
p_107904,477,-101,12
p_107904,637,-253,10
p_107904,479,-200,9
p_107904,480,-230,10
p_107904,481,-142,7
p_107904,482,-131,7
p_107904,483,-67,14
p_107904,484,-289,10
p_107904,487,-278,9
p_107904,475,-173,12
p_107904,434,-104,7
p_107904,504,-99,11
p_107904,490,-60,9
p_107904,491,-331,6
p_107904,494,-167,8
p_107904,495,-220,7
p_107904,496,-167,6
p_107904,497,-178,8
p_107904,498,-155,12
p_107904,500,-260,10
p_107904,519,-149,11
p_107904,489,-146,10
p_107904,506,-380,9
p_107904,507,16,12
p_107904,508,-106,8
p_107904,511,-111,8
p_107904,514,-160,13
p_107904,515,-99,14
p_107904,517,-106,11
p_107904,518,-160,12
p_107904,503,-365,9
p_107904,534,-124,10
p_107904,522,-127,9
p_107904,524,23,9
p_107904,526,-119,8
p_107904,527,20,10
p_107904,529,-106,11
p_107904,530,21,7
p_107904,531,-79,9
p_107904,532,-125,13
p_107904,600,-109,8
p_107904,576,-272,11
p_107904,535,-120,7
p_107904,536,-226,6
p_107904,537,-156,13
p_107904,538,-100,14
p_107904,539,-254,9
p_107904,541,-155,8
p_107904,542,-96,8
p_107904,543,-104,9
p_107904,533,-167,8
p_107904,561,16,9
p_107904,546,-363,10
p_107904,547,-127,9
p_107904,549,-335,11
p_107904,550,-131,9
p_107904,553,-392,8
p_107904,555,17,11
p_107904,557,-338,7
p_107904,558,-355,10
p_107904,575,-152,6
p_107904,545,-377,7
p_107904,563,-75,10
p_107904,566,-175,8
p_107904,567,-141,8
p_107904,568,-352,8
p_107904,569,-109,10
p_107904,571,-124,10
p_107904,572,-153,11
p_107904,573,-125,11
p_107904,559,-297,14
p_107904,590,26,12
p_107904,577,24,8
p_107904,579,-102,10
p_107904,580,24,12
p_107904,581,27,11
p_107904,584,-141,7
p_107904,585,-142,13
p_107904,587,28,8
p_107904,588,-138,9
p_107904,544,38,12
p_107904,521,-328,11
p_107904,592,23,11
p_107904,593,-375,9
p_107904,594,-101,6
p_107904,595,-90,9
p_107904,596,-136,8
p_107904,597,25,12
p_107904,598,-112,11
p_107904,599,-140,7
p_107904,589,-337,12
p_107904,624,21,7
p_107904,604,29,11
p_107904,606,-68,12
p_107904,607,-123,7
p_107904,608,21,9
p_107904,609,-310,12
p_107904,610,20,7
p_107904,613,-75,11
p_107904,634,-50,9
p_107904,621,-360,8
p_107904,603,-118,9
p_107904,626,-50,8
p_107904,627,-129,6
p_107904,629,-167,8
p_107904,630,-155,6
p_107904,631,25,7
p_107904,632,-136,10
p_107904,633,18,8
p_107904,614,-150,8
p_107904,693,-178,10
p_107904,650,-121,7
p_107904,638,22,12
p_107904,639,-172,12
p_107904,640,-126,6
p_107904,641,-98,12
p_107904,642,-112,12
p_107904,643,-166,6
p_107904,646,-390,9
p_107904,488,-319,8
p_107904,648,-366,12
p_107904,694,23,6
p_107904,651,-181,8
p_107904,652,21,8
p_107904,654,-59,9
p_107904,658,-303,7
p_107904,659,23,14
p_107904,660,-73,9
p_107904,662,-134,8
p_107904,647,-94,6
p_107904,601,-150,12
p_107904,677,-186,10
p_107904,665,28,12
p_107904,666,-145,11
p_107904,668,-139,12
p_107904,669,-279,9
p_107904,670,27,11
p_107904,673,35,10
p_107904,674,-112,14
p_107904,675,15,8
p_107904,692,-140,7
p_107904,664,-170,6
p_107904,678,-305,8
p_107904,681,-54,7
p_107904,682,15,9
p_107904,683,-149,8
p_107904,684,-160,10
p_107904,687,-355,7
p_107904,689,35,12
p_107904,691,-383,11
p_107904,676,-160,8
p_107904,708,-251,6
p_107904,696,-148,7
p_107904,697,-137,8
p_107904,701,-217,13
p_107904,702,23,9
p_107904,703,18,10
p_107904,704,-95,13
p_107904,705,-108,10
p_107904,663,-107,9
p_107904,707,-93,11
p_107904,709,-171,11
p_107904,710,-142,9
p_107904,711,-91,11
p_107904,712,-151,8
p_107904,713,-219,8
p_107904,715,-136,13
p_107904,717,29,10
p_107904,706,19,11
p_107904,737,-129,12
p_107904,725,-85,12
p_107904,726,-98,6
p_107904,727,-57,9
p_107904,728,-282,11
p_107904,731,-139,10
p_107904,732,-105,8
p_107904,733,18,9
p_107904,747,-353,7
p_107904,736,-165,9
p_107904,724,-104,11
p_107904,740,-141,9
p_107904,741,-306,10
p_107904,742,-74,13
p_107904,743,24,9
p_107904,744,-322,6
p_107904,745,-296,10
p_107904,746,24,11
p_107904,734,-170,12
p_107904,805,18,8
p_107904,765,29,12
p_107904,751,-307,9
p_107904,753,19,12
p_107904,754,-113,9
p_107904,755,-105,7
p_107904,756,-122,10
p_107904,757,20,7
p_107904,758,-96,11
p_107904,827,-170,9
p_107904,762,-299,13
p_107904,806,-98,9
p_107904,766,-397,8
p_107904,767,-174,13
p_107904,768,25,8
p_107904,769,21,10
p_107904,770,25,11
p_107904,771,-94,11
p_107904,772,-70,10
p_107904,759,-181,7
p_107904,719,-144,9
p_107904,790,-258,12
p_107904,779,-201,6
p_107904,781,25,14
p_107904,782,-144,8
p_107904,783,-129,10
p_107904,784,-117,10
p_107904,785,-370,10
p_107904,787,22,11
p_107904,804,28,10
p_107904,789,-342,7
p_107904,777,-155,7
p_107904,792,16,10
p_107904,793,22,11
p_107904,794,-111,7
p_107904,796,-110,9
p_107904,797,-179,11
p_107904,800,-63,7
p_107904,803,-175,13
p_107904,788,-134,8
p_107904,819,-153,11
p_107904,807,-107,10
p_107904,809,-55,7
p_107904,810,20,10
p_107904,812,-168,10
p_107904,814,-145,13
p_107904,815,-210,6
p_107904,816,-174,8
p_107904,773,20,13
p_107904,818,-143,14
p_107904,750,-145,7
p_107904,820,19,10
p_107904,821,-135,10
p_107904,822,-63,7
p_107904,823,23,8
p_107904,824,-157,6
p_107904,825,-335,9
p_107904,826,-162,7
p_107904,817,-172,10
p_107904,774,-394,9
p_107904,841,-154,8
p_107904,831,-360,7
p_107904,832,-146,8
p_107904,833,-128,9
p_107904,834,28,8
p_107904,835,-95,7
p_107904,836,-371,12
p_107904,837,-224,7
p_107904,852,-131,8
p_107904,839,-160,11
p_107904,830,-70,10
p_107904,842,-158,10
p_107904,844,-126,12
p_107904,845,-226,8
p_107904,846,23,7
p_107904,847,-314,13
p_107904,849,-146,11
p_107904,851,16,11
p_107904,838,-109,10
p_107904,906,-207,11
p_107904,866,-161,11
p_107904,855,25,8
p_107904,856,-164,7
p_107904,857,-125,8
p_107904,858,-185,11
p_107904,859,-191,10
p_107904,861,-232,8
p_107904,863,-117,10
p_107904,865,-102,9
p_107904,907,-154,10
p_107904,868,-101,11
p_107904,869,-76,7
p_107904,870,27,8
p_107904,873,-112,7
p_107904,874,-129,6
p_107904,875,-151,7
p_107904,876,-99,9
p_107904,864,16,7
p_107904,829,-318,11
p_107904,896,-329,10
p_107904,881,-305,11
p_107904,883,25,14
p_107904,884,-229,9
p_107904,886,-116,11
p_107904,888,24,11
p_107904,890,-148,6
p_107904,893,-166,8
p_107904,905,15,11
p_107904,895,18,10
p_107904,880,-121,11
p_107904,897,-136,6
p_107904,898,-101,11
p_107904,899,24,8
p_107904,900,-102,9
p_107904,901,-99,7
p_107904,902,-206,7
p_107904,904,20,11
p_107904,894,-184,10
p_107904,749,-148,9
p_107904,921,-376,9
p_107904,908,-106,11
p_107904,909,20,11
p_107904,910,19,12
p_107904,911,-216,7
p_107904,912,-192,12
p_107904,913,-164,8
p_107904,914,-159,8
p_107904,878,-95,9
p_107904,917,-130,8
p_107904,922,25,10
p_107904,923,-174,12
p_107904,924,-207,9
p_107904,926,-239,9
p_107904,927,-187,7
p_107904,931,-385,12
p_107904,932,-151,6
p_107904,916,-117,7
p_107904,879,-130,7
p_107904,948,-145,8
p_107904,935,-82,8
p_107904,937,-96,11
p_107904,940,-271,11
p_107904,941,-177,9
p_107904,942,-140,12
p_107904,943,-54,8
p_107904,945,-381,6
p_107904,946,-155,8
p_107904,961,-94,7
p_107904,934,-123,6
p_107904,951,35,14
p_107904,952,-268,10
p_107904,953,-180,11
p_107904,955,-130,7
p_107904,956,-204,7
p_107904,958,-240,8
p_107904,959,-174,12
p_107904,960,-71,9
p_107904,947,-162,6
p_107904,977,-88,12
p_107904,963,-154,8
p_107904,964,-314,13
p_107904,965,-173,11
p_107904,967,-105,9
p_107904,968,-56,9
p_107904,971,-139,10
p_107904,972,-165,11
p_107904,974,-113,12
p_107904,978,-121,9
p_107904,979,-146,10
p_107904,980,-105,7
p_107904,982,-91,8
p_107904,983,-308,8
p_107904,984,27,14
p_107904,985,-111,10
p_107904,987,-159,7
p_107904,975,22,10
p_107904,990,-95,9
p_107904,993,-106,9
p_107904,995,-377,9
p_107904,996,-269,10
p_107904,998,-189,7
p_107904,999,-161,7
p_107904,1000,-341,8
p_107904,989,-315,8
p_107904,988,-101,8
p_107904,962,-137,8
p_107904,933,28,7
p_107904,854,-356,11
p_107904,718,20,8
p_107904,402,21,8
p_547185,133,0,3
p_547185,135,6,3
p_547185,137,1,6
p_547185,34,11,4
p_547185,4,7,3
p_547185,13,2,3
p_547185,19,7,5
p_547185,20,10,5
p_547185,30,-2,5
p_547185,32,0,5
p_547185,33,0,6
p_547185,138,0,6
p_547185,37,4,4
p_547185,38,4,5
p_547185,39,8,4
p_547185,40,7,4
p_547185,52,4,4
p_547185,28,0,5
p_547185,111,0,3
p_547185,76,0,5
p_547185,80,-5,5
p_547185,81,-5,5
p_547185,84,7,4
p_547185,85,-3,4
p_547185,86,11,3
p_547185,130,11,5
p_547185,104,-4,6
p_547185,107,0,5
p_547185,69,8,3
p_547185,112,6,6
p_547185,117,0,3
p_547185,118,13,4
p_547185,119,0,3
p_547185,120,7,3
p_547185,122,2,5
p_547185,101,7,6
p_547185,166,12,4
p_547185,147,0,4
p_547185,149,6,4
p_547185,152,5,3
p_547185,153,6,3
p_547185,155,2,4
p_547185,59,0,4
p_547185,157,9,4
p_547185,158,8,4
p_547185,163,0,5
p_547185,171,-4,4
p_547185,175,6,4
p_547185,182,9,5
p_547185,193,8,4
p_547185,198,1,5
p_547185,156,8,5
p_547185,60,8,5
p_547185,66,9,5
p_547185,250,6,4
p_547185,209,6,4
p_547185,223,7,4
p_547185,225,5,4
p_547185,232,4,6
p_547185,239,4,3
p_547185,242,12,5
p_547185,279,8,5
p_547185,247,11,3
p_547185,248,-4,5
p_547185,208,0,4
p_547185,252,4,6
p_547185,253,6,6
p_547185,257,0,5
p_547185,259,0,3
p_547185,263,6,5
p_547185,267,2,4
p_547185,243,3,3
p_547185,403,0,6
p_547185,408,12,6
p_547185,303,8,6
p_547185,283,1,6
p_547185,284,0,5
p_547185,288,10,4
p_547185,293,0,4
p_547185,294,9,4
p_547185,296,6,4
p_547185,480,4,4
p_547185,300,9,6
p_547185,301,0,4
p_547185,411,7,3
p_547185,310,5,4
p_547185,314,0,6
p_547185,320,7,5
p_547185,323,-3,4
p_547185,326,5,3
p_547185,329,1,5
p_547185,298,9,5
p_547185,204,-2,3
p_547185,207,6,4
p_547185,380,-1,5
p_547185,346,4,6
p_547185,353,6,4
p_547185,355,-4,4
p_547185,359,9,5
p_547185,365,11,4
p_547185,370,0,3
p_547185,400,11,4
p_547185,378,0,5
p_547185,379,5,5
p_547185,343,0,3
p_547185,387,0,6
p_547185,388,8,4
p_547185,389,0,6
p_547185,392,6,6
p_547185,394,1,3
p_547185,398,0,6
p_547185,374,8,3
p_547185,452,0,3
p_547185,414,7,3
p_547185,415,11,5
p_547185,417,2,4
p_547185,421,6,6
p_547185,425,9,4
p_547185,429,6,5
p_547185,330,6,4
p_547185,436,7,3
p_547185,451,14,5
p_547185,282,8,4
p_547185,454,10,5
p_547185,464,0,5
p_547185,465,0,3
p_547185,470,8,6
p_547185,475,0,6
p_547185,476,6,4
p_547185,431,0,6
p_547185,331,7,6
p_547185,333,-3,6
p_547185,531,-3,5
p_547185,502,2,4
p_547185,505,6,5
p_547185,509,-2,3
p_547185,515,0,4
p_547185,517,3,6
p_547185,519,7,3
p_547185,556,0,4
p_547185,521,0,3
p_547185,525,-2,3
p_547185,497,10,3
p_547185,533,0,4
p_547185,537,9,4
p_547185,544,5,5
p_547185,549,1,5
p_547185,550,5,5
p_547185,551,7,5
p_547185,520,-5,3
p_547185,701,7,3
p_547185,710,6,6
p_547185,599,8,5
p_547185,562,5,6
p_547185,563,-1,6
p_547185,569,4,4
p_547185,574,6,4
p_547185,576,5,5
p_547185,589,0,3
p_547185,596,-6,4
p_547185,598,0,4
p_547185,715,2,6
p_547185,604,4,5
p_547185,608,9,4
p_547185,609,0,6
p_547185,610,5,4
p_547185,611,6,5
p_547185,612,8,4
p_547185,592,0,3
p_547185,482,8,4
p_547185,487,5,5
p_547185,660,1,5
p_547185,625,-6,5
p_547185,636,7,4
p_547185,637,-3,4
p_547185,644,2,6
p_547185,650,-3,4
p_547185,652,2,5
p_547185,653,-3,4
p_547185,699,11,4
p_547185,658,0,4
p_547185,624,8,5
p_547185,668,9,5
p_547185,675,9,6
p_547185,680,2,3
p_547185,682,-3,5
p_547185,683,2,3
p_547185,696,4,4
p_547185,697,5,3
p_547185,657,6,4
p_547185,280,0,5
p_547185,734,0,6
p_547185,716,2,6
p_547185,717,7,4
p_547185,718,5,4
p_547185,719,11,6
p_547185,720,-6,3
p_547185,724,7,4
p_547185,617,8,5
p_547185,729,7,5
p_547185,731,-2,3
p_547185,741,-2,5
p_547185,743,9,4
p_547185,747,0,3
p_547185,759,4,4
p_547185,762,7,5
p_547185,763,6,4
p_547185,726,7,3
p_547185,618,11,5
p_547185,831,0,5
p_547185,781,-4,4
p_547185,783,-3,5
p_547185,790,3,4
p_547185,791,6,5
p_547185,792,6,5
p_547185,793,0,5
p_547185,860,-4,3
p_547185,802,2,5
p_547185,804,0,3
p_547185,778,2,5
p_547185,835,7,4
p_547185,840,9,4
p_547185,845,7,5
p_547185,846,0,4
p_547185,847,0,4
p_547185,858,12,3
p_547185,796,0,5
p_547185,911,3,5
p_547185,874,10,5
p_547185,875,4,4
p_547185,879,4,4
p_547185,886,8,4
p_547185,890,5,4
p_547185,894,6,5
p_547185,908,9,4
p_547185,910,5,5
p_547185,912,9,4
p_547185,913,5,4
p_547185,914,-5,4
p_547185,916,5,4
p_547185,922,7,5
p_547185,924,7,4
p_547185,899,10,3
p_547185,766,6,5
p_547185,774,3,4
p_547185,972,-4,3
p_547185,943,0,4
p_547185,947,6,5
p_547185,949,8,4
p_547185,953,-3,6
p_547185,956,1,4
p_547185,959,0,4
p_547185,965,2,3
p_547185,970,0,6
p_547185,942,0,5
p_547185,974,-6,5
p_547185,977,5,5
p_547185,981,11,5
p_547185,982,-4,3
p_547185,983,10,3
p_547185,986,6,5
p_547185,995,2,4
p_547185,969,6,6
p_547185,925,11,4
p_547185,873,-4,6
p_547185,939,5,5
p_547185,765,9,6
p_547185,861,4,4
p_547185,866,-3,4
p_547185,561,5,4
p_547185,202,7,4
p_547185,558,0,4
p_547185,226,0,5
p_547185,6,0,4
p_547185,0,4,6
p_547185,1,0,5
p_547185,2,5,4
p_547185,3,6,4
p_547185,5,5,5
p_547185,61,-3,3
p_547185,18,6,3
p_547185,8,3,4
p_547185,9,3,6
p_547185,10,-3,6
p_547185,11,0,3
p_547185,12,10,3
p_547185,14,0,4
p_547185,15,-3,4
p_547185,312,6,5
p_547185,17,5,6
p_547185,62,1,5
p_547185,21,0,4
p_547185,22,4,3
p_547185,23,8,5
p_547185,24,5,5
p_547185,25,-3,3
p_547185,26,0,5
p_547185,27,6,3
p_547185,16,0,5
p_547185,49,1,4
p_547185,36,0,6
p_547185,41,8,4
p_547185,42,5,3
p_547185,43,0,4
p_547185,44,9,6
p_547185,45,0,4
p_547185,46,-2,4
p_547185,58,0,5
p_547185,48,-3,4
p_547185,35,-3,6
p_547185,50,6,3
p_547185,51,-2,4
p_547185,53,1,5
p_547185,54,9,6
p_547185,55,-2,5
p_547185,56,5,4
p_547185,57,3,4
p_547185,47,4,4
p_547185,74,0,5
p_547185,63,2,4
p_547185,64,-1,3
p_547185,65,7,4
p_547185,67,8,4
p_547185,68,2,4
p_547185,70,8,5
p_547185,71,4,3
p_547185,29,7,5
p_547185,73,8,5
p_547185,227,7,4
p_547185,75,8,5
p_547185,77,0,6
p_547185,78,4,6
p_547185,79,9,4
p_547185,82,14,4
p_547185,83,0,5
p_547185,87,-3,3
p_547185,72,-5,6
p_547185,31,0,3
p_547185,99,7,5
p_547185,90,10,4
p_547185,91,5,5
p_547185,92,3,4
p_547185,93,-4,3
p_547185,94,7,4
p_547185,95,11,5
p_547185,96,7,4
p_547185,97,-7,6
p_547185,113,0,5
p_547185,89,-3,6
p_547185,100,10,5
p_547185,102,14,6
p_547185,103,2,5
p_547185,105,0,5
p_547185,106,7,4
p_547185,108,-2,5
p_547185,109,7,5
p_547185,110,3,5
p_547185,98,9,4
p_547185,129,8,3
p_547185,115,0,3
p_547185,116,7,3
p_547185,121,6,5
p_547185,123,-4,6
p_547185,124,1,6
p_547185,125,8,4
p_547185,126,5,5
p_547185,127,0,4
p_547185,197,1,5
p_547185,176,0,3
p_547185,131,10,6
p_547185,132,6,3
p_547185,134,-1,4
p_547185,136,-1,3
p_547185,139,-3,5
p_547185,140,10,3
p_547185,141,6,4
p_547185,142,3,5
p_547185,128,5,3
p_547185,162,2,5
p_547185,145,5,5
p_547185,146,-1,3
p_547185,148,0,4
p_547185,150,4,5
p_547185,151,-3,6
p_547185,154,6,4
p_547185,159,5,4
p_547185,160,-4,4
p_547185,174,-3,6
p_547185,144,12,4
p_547185,164,0,6
p_547185,165,10,6
p_547185,167,5,5
p_547185,168,6,4
p_547185,169,-3,5
p_547185,170,3,4
p_547185,172,7,4
p_547185,173,0,4
p_547185,161,0,4
p_547185,187,9,5
p_547185,177,10,5
p_547185,178,5,3
p_547185,179,6,5
p_547185,180,10,3
p_547185,181,4,3
p_547185,183,0,5
p_547185,184,9,5
p_547185,185,0,4
p_547185,143,4,6
p_547185,114,0,6
p_547185,188,6,4
p_547185,189,10,5
p_547185,190,0,4
p_547185,191,2,4
p_547185,192,9,3
p_547185,194,0,5
p_547185,195,2,6
p_547185,196,3,6
p_547185,186,0,4
p_547185,215,9,5
p_547185,201,4,4
p_547185,203,14,3
p_547185,205,6,3
p_547185,206,6,4
p_547185,210,0,4
p_547185,211,7,5
p_547185,212,5,4
p_547185,224,2,4
p_547185,214,1,5
p_547185,200,4,6
p_547185,216,7,6
p_547185,217,10,6
p_547185,218,0,4
p_547185,219,0,4
p_547185,220,10,4
p_547185,221,5,5
p_547185,222,11,5
p_547185,213,-3,5
p_547185,281,0,3
p_547185,238,9,5
p_547185,228,0,5
p_547185,229,7,4
p_547185,230,12,4
p_547185,231,-2,3
p_547185,233,0,3
p_547185,234,7,4
p_547185,235,6,4
p_547185,88,8,5
p_547185,237,7,4
p_547185,285,1,5
p_547185,240,0,4
p_547185,241,8,4
p_547185,244,0,6
p_547185,245,10,5
p_547185,246,0,6
p_547185,249,8,4
p_547185,251,3,4
p_547185,236,12,5
p_547185,199,9,5
p_547185,269,0,5
p_547185,256,7,3
p_547185,258,0,6
p_547185,260,4,3
p_547185,261,2,6
p_547185,262,4,3
p_547185,264,0,4
p_547185,265,12,6
p_547185,266,0,3
p_547185,278,6,6
p_547185,255,0,3
p_547185,270,8,4
p_547185,271,4,4
p_547185,272,6,3
p_547185,273,8,6
p_547185,274,8,6
p_547185,275,0,3
p_547185,276,1,5
p_547185,277,0,5
p_547185,268,-3,5
p_547185,302,0,5
p_547185,286,8,6
p_547185,287,2,5
p_547185,289,13,4
p_547185,290,8,6
p_547185,291,-5,5
p_547185,292,5,6
p_547185,295,1,4
p_547185,254,1,5
p_547185,299,7,4
p_547185,7,-3,6
p_547185,304,7,5
p_547185,305,-1,6
p_547185,306,4,3
p_547185,307,1,3
p_547185,308,10,5
p_547185,309,10,5
p_547185,311,-4,5
p_547185,297,8,6
p_547185,328,8,3
p_547185,316,6,4
p_547185,317,7,6
p_547185,318,3,5
p_547185,319,1,5
p_547185,321,-4,6
p_547185,322,2,6
p_547185,324,-4,5
p_547185,340,4,4
p_547185,327,0,4
p_547185,315,2,4
p_547185,332,8,4
p_547185,334,8,5
p_547185,335,4,6
p_547185,336,0,6
p_547185,337,-2,6
p_547185,338,11,4
p_547185,339,-3,4
p_547185,325,0,3
p_547185,397,-1,5
p_547185,356,2,3
p_547185,344,7,5
p_547185,345,7,4
p_547185,347,0,6
p_547185,348,9,6
p_547185,349,5,4
p_547185,350,-2,5
p_547185,351,5,5
p_547185,426,7,5
p_547185,354,1,4
p_547185,399,-4,3
p_547185,357,7,4
p_547185,358,0,6
p_547185,360,0,6
p_547185,361,9,4
p_547185,362,13,4
p_547185,363,-2,3
p_547185,364,6,6
p_547185,352,-3,3
p_547185,313,6,4
p_547185,383,0,6
p_547185,369,7,6
p_547185,371,5,5
p_547185,372,0,3
p_547185,373,9,5
p_547185,375,4,5
p_547185,376,0,4
p_547185,377,5,5
p_547185,396,0,5
p_547185,382,5,5
p_547185,368,9,4
p_547185,384,7,4
p_547185,385,0,4
p_547185,386,0,6
p_547185,390,5,4
p_547185,391,1,5
p_547185,393,7,5
p_547185,395,9,6
p_547185,381,6,5
p_547185,670,0,5
p_547185,413,1,5
p_547185,401,7,5
p_547185,402,0,4
p_547185,404,5,4
p_547185,405,2,6
p_547185,406,6,4
p_547185,407,8,4
p_547185,409,5,5
p_547185,366,8,5
p_547185,412,6,4
p_547185,342,0,6
p_547185,416,7,5
p_547185,418,7,5
p_547185,419,2,5
p_547185,420,0,4
p_547185,422,13,5
p_547185,423,8,4
p_547185,424,1,3
p_547185,410,-1,4
p_547185,367,9,4
p_547185,441,1,6
p_547185,430,2,4
p_547185,432,10,5
p_547185,433,5,5
p_547185,434,0,3
p_547185,435,5,5
p_547185,437,0,3
p_547185,438,7,4
p_547185,449,8,4
p_547185,440,8,4
p_547185,428,0,4
p_547185,442,-3,4
p_547185,443,7,4
p_547185,444,0,6
p_547185,445,0,5
p_547185,446,0,4
p_547185,447,2,5
p_547185,448,0,5
p_547185,439,-3,5
p_547185,501,6,4
p_547185,463,1,4
p_547185,453,0,5
p_547185,455,-4,5
p_547185,456,10,6
p_547185,457,6,4
p_547185,458,0,3
p_547185,459,0,5
p_547185,460,5,4
p_547185,462,0,5
p_547185,503,10,3
p_547185,466,3,5
p_547185,467,11,5
p_547185,468,-3,6
p_547185,469,2,4
p_547185,471,6,4
p_547185,472,7,5
p_547185,473,6,3
p_547185,461,4,3
p_547185,427,8,4
p_547185,491,3,6
p_547185,479,-4,4
p_547185,481,5,3
p_547185,483,5,6
p_547185,484,5,3
p_547185,485,5,4
p_547185,486,5,5
p_547185,488,0,3
p_547185,500,6,5
p_547185,490,1,5
p_547185,478,8,3
p_547185,492,7,4
p_547185,493,-4,6
p_547185,494,-3,4
p_547185,495,4,5
p_547185,496,9,4
p_547185,498,5,5
p_547185,499,0,4
p_547185,489,6,4
p_547185,341,4,3
p_547185,516,1,5
p_547185,504,0,6
p_547185,506,4,4
p_547185,507,11,6
p_547185,508,9,5
p_547185,510,5,4
p_547185,511,0,3
p_547185,512,5,4
p_547185,474,4,6
p_547185,514,3,6
p_547185,671,6,4
p_547185,518,0,5
p_547185,522,-1,5
p_547185,523,2,6
p_547185,524,0,6
p_547185,526,2,4
p_547185,527,3,3
p_547185,528,5,5
p_547185,513,4,3
p_547185,477,6,5
p_547185,543,0,5
p_547185,532,4,5
p_547185,534,9,6
p_547185,535,0,5
p_547185,536,5,5
p_547185,538,1,4
p_547185,539,6,4
p_547185,540,-4,5
p_547185,541,-4,5
p_547185,557,0,5
p_547185,530,7,4
p_547185,545,8,3
p_547185,546,6,5
p_547185,547,0,5
p_547185,548,13,4
p_547185,552,1,6
p_547185,553,-3,6
p_547185,554,10,5
p_547185,555,6,6
p_547185,542,8,3
p_547185,573,9,4
p_547185,560,0,5
p_547185,564,0,5
p_547185,565,9,4
p_547185,566,0,3
p_547185,567,0,5
p_547185,568,0,5
p_547185,570,10,6
p_547185,571,0,5
p_547185,641,9,3
p_547185,616,-2,6
p_547185,575,0,3
p_547185,577,6,5
p_547185,578,3,5
p_547185,579,8,4
p_547185,580,-6,6
p_547185,581,8,6
p_547185,582,0,3
p_547185,583,5,4
p_547185,572,6,3
p_547185,600,-4,4
p_547185,586,3,4
p_547185,587,9,4
p_547185,588,0,6
p_547185,590,7,6
p_547185,591,-4,4
p_547185,593,0,4
p_547185,594,7,6
p_547185,595,2,6
p_547185,615,0,5
p_547185,585,7,4
p_547185,601,10,4
p_547185,602,0,5
p_547185,603,8,5
p_547185,605,7,3
p_547185,606,7,6
p_547185,607,7,4
p_547185,613,0,5
p_547185,614,2,3
p_547185,597,13,5
p_547185,630,0,5
p_547185,619,2,3
p_547185,620,0,4
p_547185,621,0,4
p_547185,622,11,5
p_547185,623,1,5
p_547185,626,0,5
p_547185,627,6,5
p_547185,628,0,4
